body,category
holding chileno cencosud informó directorio decidió nombrar heike paulmann koepfer presidenta interina compañía decisión da ausencia licencia médica controlador firma horst paulmann kemna acuerdo firma mantendrá puesto empresario controlador grupo retome funciones relacionadadetalle1011619 según informó firma breve hecho esencial remitido comisión mercado financiero cmf decisión directorio nombrar hija empresario presidenta interina tomó forma unánime hace semanas trascendió empresario 85 años debió ser internado centro asistencial realizarse exámenes médicos solicitó licencia médica principio extendería febrero don horst paulmann presidente cencosud sa últimos días encontrado realizando diversos exámenes médicos virtud ello solicitado licencia médica mantendrá alejado periódicas actividades compañía mes febrero curso comunicó inicios mes empresa línea explicó periodo don horst mantenido contacto principales ejecutivos compañía,Economia
laboratorio astrazeneca pudo haber incluido datos desactualizados ensayos clínicos unidos vacuna covid19 dijo regulador estadounidense medicamentos citando grupo expertos independientes grupo expresó preocupación hecho astrazeneca pudo haber incluido información desactualizada ensayo puede haber dado lugar estimación incompleta eficacia vacuna señaló instituto nacional alergias enfermedades infecciosas niaid comunicado publicado lunes noche relacionadadetalle1015557 astrazeneca reportó vacuna covid19 ofrecía fuerte protección adultos todas edades esperado estudio unidos hallazgo podría ayudar reconstruir confianza pública fármaco mundo acercarla aprobación unidos ensayo 30000 personas vacuna efectividad 79 hora evitar casos sintomáticos covid19 incluido adultos mayores casos graves hospitalizaciones voluntarios vacunados comparación cinco casos participantes recibieron placebos cifra pequeña coincide resultados gran bretaña países vacuna protege peores efectos enfermedad astrazeneca dijo observadores independientes seguridad identificado efectos secundarios graves concreto identificado riesgo aumentado coágulos sanguíneos identificados europa llevó países suspender brevemente vacunaciones semana pasada empresa espera presentar solicitud administración alimentos medicamentos unidos fda siglas inglés próximas semanas asesores externos gobierno debate público pruebas agencia tome decisión autorización recomendaciones uso vacuna unidos dependerán fda centros control enfermedades tras exhaustivo análisis datos parte comités asesores independientes,Economia
participación femenina mercado laboral américa latina experimentará retroceso 10 años debido impacto pandemia coronavirus comisión económica américa latina caribe cepal organismo dependiente naciones unidas estima participación llegaría 46 2020 6 puntos porcentuales caída interanual relacionadadetalle1010134 efecto crisis unas 118 millones latinoamericanas vivirán situación pobreza preciso hacer esfuerzos evitar múltiples crisis desencadenado plano económico social profundicen nudos estructurales desigualdad género américa latina caribe urgió cepal organismo llama avanzar implementación políticas fiscales contribuyan forma simultánea sinérgica objetivos reactivación económica cierre brechas género estudio prevé alto impacto actividad económica empleo sectores altamente feminizados comercio industrias manufactureras turismo servicio doméstico adicionalmente región 704 puestos trabajo sector educación ocupados mujeres visto forzado detener labores presenciales sumar nuevas formas enseñanza basadas digitalización región niveles conectividad todavía deficientes apenas quinto población condiciones teletrabajo aumento digitalización trae oportunidades grandes desafíos autonomía económica mujeres alcanzar igualdad género agregó organismo mujeres menores ingresos enfrentan doble obstáculo falta autonomía económica brecha acceso internet nuevos empleos digitales podrían acentuar desigualdades particular género mujeres tienden sobrerrepresentadas empleo informal presenta características desprotección semejantes hoy empleo plataformas digitales,Economia
situación sanitaria país compleja escalada contagios frena aumentan medidas restrictivas casi 14 millones personas bajo medidas confinamiento partir próximo jueves 21 comunas región metropolitana retrocederán cuarentena total mientras demás comunas capitalinas permanecerán menos fase 2 además intención reducir aún movilidad gobierno optó suspender permiso desplazamiento personal fines semana festivos relacionadasdetalle10156321015620 duro golpe comercio solo podrá operar fines semana vía delivery advierten sector afectará mayor medidas pequeños locatarios almacenes barrio ferias libres todas formas dado nivel contagios venido registrando últimos días solo hoy anotaron 6155 nuevos casos aumento restricciones nuevas cuarentenas inminente mientras encontremos inmunidad logremos vacunación completa vamos tener asumir consecuencias principales responsables cuidado dijo mañana radio universo anunciaran nuevas medidas presidente confederación producción comercio cpc juan sutil reacciones comercio igualmente sector comercio lamentaron noticia manuel melero presidente cámara nacional comercio servicios turismo cnc calificó conversación emol nuevas medidas extremas recalcando trata golpe severo comercio esencial podido funcionar siempre ningún momento crisis sido impedido operar ahora siendo limitado personas podrán salir casas fines semana medida dañina comercio ciudadanos van poder abastecerse solamente van poder recurrir delivery negocios populares sé cómo van hacer añadió manera melero prevé plataformas entregas sometidas alta presión consecuencia aumento significativo compras online traducirá crecimiento inorgánico tipo servicios adicionalmente efecto colateral anticipa importantes aglomeraciones aquellos almacenes cuentan herramienta medida dañina comercio ciudadanos van poder abastecerse solamente van poder recurrir delivery negocios populares sé cómo van hacer manuel melero presidente cnc mismo solicitó ejecutivo medida corto plazo respecta ciudadanía pidió colaboración pedido incansablemente voz clama desierto pidiendo responsables relacionadasdetalle10154191015003 juicio gerente general cámara comercio santiago ccs carlos soublette legítimo año inicio pandemia exista proceso aprendizaje refleje medidas contención apuntando hacia aquellas demostrado mayor efectividad menor impacto económico empleo mismo afirmó deberían enfocarse selectivamente hacia vectores contagio mayor riesgo reuniones sociales transporte público comercio informal además fomentar uso espacios controlados seguros aquellos implementado protocolos sanitarios exigentes comercio establecido actividades económicas formales expuso pese entendemos necesidad contener riesgos contagio lamentamos aún dispongamos instrumentos efectivos menos devastadores económicamente encierro población relacionadadetalle1015608 froilán flores vicepresidente asociación ferias libres asof afirmó medio decisión cerca 150 ferias nivel nacional verán restringidas poder operar si bien apuntó gremio concuerda situación grave punto vista salud declaró tomado muchas medidas precautorias capacitado gente trabajando diversas instituciones poder tener mejor prevención posibles contagios ferias lamentablemente ningún miembro gobierno llamó informarnos medida pensaban tomar sumado agregó productos frutas verduras llegan punto maduración si cosechan minuto simplemente pierde va afectar pequeños agricultores además creemos medida desabastezca población artículos primera necesidad aumenta riesgo contagios tomado muchas medidas precautorias capacitado gente trabajando diversas instituciones poder tener mejor prevención posibles contagios ferias lamentablemente ningún miembro gobierno llamó informarnos medida pensaban tomar froilán flores presidente asof debido flores interpeló ejecutivo solicitando creación mesa trabajo poder elaborar conjunto medidas respondan necesidades país aspecto sanitario alimentación finalmente indicó respecto cualquier medida tome debiésemos ser informados podamos actuar ferias así evitar conflictos cerró diciendo desabastecer población grave gastronomía entretención cultura analizó situación juan carlos velásquez presidente asociación nacional gastronomía entretención cultura anagec manifestó emol reparos anuncios minsal declaró chivo expiatorio gobierno puesto perspectiva velásquez comprobado nivel mundial mayor parte contagios producen casa pidiendo mundo gobierno solo trate resto industrias queremos ser discriminados apuntados causantes mayor cantidad casos juan carlos velásquez presidente anagec agregó minuto mejores aliados ejecutivo contención pandemia según dichos representante gremial invertido locales cumplir protocolos covid reforzamos uso mascarilla tomamos temperatura gente tomamos datos tener trazabilidad capacitamos personal insistió diciendo negocios gente controlada cambio casas cero control lógico llega casa relaje bajo mirada expresó pidiendo mundo gobierno solo trate resto industrias queremos ser discriminados apuntados causantes mayor cantidad casos,Economia
pedestal midtown manhattan justo enfrente carnegie hall bill hwang construyendo silenciosamente mayores fortunas mundo incluso wall street pocos notaron repente hicieron hwang firma inversión privada archegos capital management ahora centro mayores ajustes margen tiempos multimillonario fiasco involucra apuestas mercado secretas apalancadas peligrosamente canceladas abrir cerrar ojos ascenso reciente hwang puede reconstruir partir intento bancos deshacerse acciones últimos días viacomcbs inc discovery inc gsx techedu inc baidu inc todas cuales disparado año confundiendo veces operadores podían entender parte cartera hwang viernes sido negociada bloques goldman sachs group inc morgan stanley wells fargo co valía casi us40000 millones semana pasada banqueros calculan capital neto archegos esencialmente riqueza hwang alcanzado us10000 millones medida siguen apareciendo estimaciones posiciones totales empresa siguen aumentando decenas miles millones us50000 millones incluso us100000 millones pocos días evaporó nunca visto silencioso concentrado rápido desapareció expresó mike novogratz macroinversionista carrera ex socio goldman sachs operando 1994 ser ser mayores pérdidas riqueza personal historia lunes última hora nueva york archegos rompió días silencio episodio momento desafiante oficina familiar archegos capital management socios empleados indicó karen kessler portavoz firma comunicado enviado correo electrónico planes discutiendo mientras sr hwang equipo determinan mejor camino seguir agregó enormes riesgos desapercibidos mercado cascada pérdidas comerciales reverberado nueva york zúrich tokio allá deja innumerables preguntas respuesta incluida importante cómo pudo alguien tomar riesgos tan grandes facilitados tantos bancos narices reguladores mundo parte respuesta hwang estableció family office supervisión limitada luego empleó derivados financieros acumular grandes participaciones empresas tener revelarlas parte bancos globales aceptaron cliente lucrativo pesar historial uso información privilegiada intentos manipulación mercado sacaron negocio fondos cobertura hace década discípulo leyenda fondos cobertura julian robertson sung kook bill hwang cerró tiger asia management tiger asia partners después resolver demanda civil sec 2012 tras acusaciones tráfico información privilegiada manipulación acciones bancos chinos momento hwang firmas pagaron us44 millones acordó ser excluido industria asesoría inversiones entonces abrió archegos griego lidera camino estructuró oficina familiar oficinas familiares administran exclusivamente fortuna personal exentas registrarse asesores inversiones comisión bolsa valores eeuu revelar propietarios ejecutivos cuánto administran reglas diseñadas proteger personas externas invierten fondo enfoque pequeñas oficinas familiares si crecen tamaño fondo cobertura aún pueden presentar riesgos vez forasteros mercado amplio plantea preguntas regulación oficinas familiares vez dijo tyler gellasch ex asistente sec ahora dirige grupo comercial healthy markets pregunta si solo amigos familiares importa respuesta pueden tener impacto significativo mercado régimen regulatorio sec incluso después ley doddfrank refleja claramente,Economia
empresa nacional petróleo enap anunció nuevo aumento precio combustible comenzará regir partir jueves 25 febrero según detallaron organismo alza 61 litro valor gasolinas 93 97 octanos mientras diésel registrará aumento misma cantidad igual gas licuado petróleo glp destinado uso vehicular cambio detallaron enmarca bajo regla precio paridad importación mecanismo estabilización precios combustibles mepco fondo estabilización precios petróleo feep mecanismos establecidos autoridad embargo recordaron enap regula fija precios combustibles mercado chileno sino rol únicamente comercializador mayorista distintos derivados hidrocarburos hacia empresas distribuidoras atienden respectivos clientes,Economia
pese gigante automotriz referido oficialmente asunto multiplican informes indican grupo volkswagen analiza seriamente posibilidad desprenderse parte totalidad porsche ag objetivo financiar ambicioso plan reconversión hacia electromovilidad manager magazin primer medio abordar tema oportunidad informó conglomerado alemán podría cotizar 25 acciones fabricante autos deportivos alta gama participación podría alcanzar valor 20 25 mil millones euros 24 30 mil millones tarde fuente compañía dijo reuters consideraciones existen aún aclaró todavía pronto asegurar medida hará realidad descartó posibilidad opi oferta pública inicial 2021 relacionadadetalle999655 volkswagen declinó hacer comentarios igual principal accionista porsche automobil holding qu posee 314 vw 531 derechos voto grupo bloomberg publicó segundo fabricante automóviles grande mundo sigue analizando dicha posibilidad junto expertos asesores definen alcances drástica medida porsche contexto fuentes compañía dijeron medio especializado cotización porsche podría realizarse próximo año involucraría porcentaje minoritario participación accionaria compañía grupo volkswagen planea mantener participación mayoritaria deliberaciones curso certeza conduzcan transacción dijeron fuentes analistas creen porsche ag podría valer 100 mil millones euros 121 mil millones dólares capitalización mercado actual grupo vw matriz embargo especulaciones escisión vw porsche ag existido hace algún tiempo grupo volkswagen posee participaciones mayoritarias marcas audi lamborghini bugatti bentley seat skoda ducati scania porsche,Economia
46 millones israelíes decir mitad población israel recibieron dos dosis vacuna pfizerbiontech según datos ministerio salud publicados jueves israel país 92 millones habitantes lleva cabo fines diciembre intensa campaña vacunación mundo salió progresivamente tercer confinamiento inicios febrero relacionadasdetalle10151611015147 primer ministro benjamin netanyahu concluyó acuerdo gigante farmacéutico estadounidense pfizer permitió israel obtener rápidamente millones dosis vacunas covid19 cambio datos biomédicos efectos entonces tasa contaminación población dejado disminuir jueves 11 frente 6 finales febrero según ministerio salud inicio pandemia 6157 israelíes murieron total 830000 contaminados coronavirus relacionadasdetalle10149621014183 lado autoridad palestina empezó domingo cisjordania ocupada vacunación personas 75 años enfermos días después haber recibido lote vacunas dispositivo covax destinado regiones desfavorecidas autoridad palestina espera igualmente entrega 100000 dosis vacuna china sinopharm franja gaza 20000 60000 dosis dispositivo covax transferidas semana pasada habitantes gaza podido vacunarse después haber recibido unas 60000 dosis vacuna rusa sputnik v emiratos árabes unidos ministerio salud palestino registrado cerca 170088 enfermos cisjordania ocupada cuales 1910 muerto franja gaza detectado oficialmente 60848 personas infectadas cuales 593 fallecieron,Economia
fuerte subida 13 anotó jueves cobre bolsa metales londres retomando nivel us41 libra anotando tercera subida consecutiva disipando parte dudas respecto volatilidad registró metal semana pasada principal producto exportación nacional transó jornada us41106 libra contado grado compara us40546 miércoles us40347 martes relacionadasdetalle10132871013056 precio promedio mes metal rojo ubicó us41012 anual us37952 entrevista bloomberg biministro energía minería juan carlos jobet manifestó optimismo respecto fortaleza cobre mantendrá menos mediano plazo mediano plazo medida aceleren agendas energía renovable electromovilidad demanda cobre aumentará tendencia permanente aseveró asimismo comentó promesa china ser carbono neutral 2060 cambio gobierno unidos encuentran eventos recientes respaldan crecimiento demanda cobre mientras proveedores mantendrían disciplina después aprender lecciones último súper ciclo veo industria moderadamente optimista fundamentos apresurará tomar decisiones inversión implicaciones largo plazo debido cambio corto plazo precio apuntó secretario gobierno calcula us74 mil millones proyectos trámite próxima década chile representa cuarta parte cobre mundial compara estimación cru group industria cobre necesitará us100 mil millones inversiones satisfacer crecimiento demanda proyectada 2030 medio electrificación global si bien escenario precios fuertes tiempo podría hacer proyectos alto costo atractivos desarrollar márgenes dijo jobet creo empresas cambien planes sucedido precios últimos meses,Economia
áfrica sobrepasó barrera cuatro millones contagios covid19 según informaron centros control prevención enfermedades áfrica áfrica cdc institución unión africana ua confirmó primer contagio continental 14 febrero 2020 egipto 55 países miembros ua registran 4005204 casos 34 total mundial según datos recabados organismo infecciones total 107001 acabaron muertes 4 total mundial 3589067 corresponden pacientes dados alta precisó áfrica cdc 66 contagios concentra cinco países sudáfrica 38 continúa siendo epicentro pandemia áfrica marruecos 12 túnez 6 egipto 5 etiopía 4 1 marzo áfrica realizado 37 millones test cifra baja población continental 1300 millones habitantes región rebasó cuatro millones casos mientras trata impulsar distribución vacunas coronavirus así campañas inoculación veintidós países recibido vacunas covax afirmó director áfrica cdc john nkengasong rueda prensa virtual jueves programa covax impulsado organización mundial salud oms organismos objetivo garantizar acceso global equitativo vacunas continente espera recibir 600 millones dosis través mecanismo si bien entregas fecha sufrido retrasos cada nueva entrega vacunas áfrica supone paso hacia equidad aseguró directora regional oms áfrica matshidiso moeti pese avances sólo veintena países empezado campañas nacionales vacunación bien través adquisiciones covax mediante suministros acordados manera bilateral empresas farmacéuticas,Economia
llamado avanzar hacia implementación medidas mayor cobertura acceso hizo grupo diputados rn presidente sebastián piñera medio carta enviada ayer misiva firmada 11 parlamentarios criticó bono clase media 20 anunciado ejecutivo semana pasada asegurando comete mismo error primero exceso requisitos acceder beneficio calificaron medida insuficiente evitar eventual tercer retiro fondos pensiones relacionadasdetalle10150451014730 dicho propusieron entrega bono restricciones 500 mil dirigido ocho millones personas vulnerables país costo aproximado us5500 millones consultada mañana ministra trabajo maría josé zaldívar aseguró abiertos evaluar todas iniciativas apunten entregar alivio población evalúa si mecanismos través cuales pueden hacer cosas mejor manera supuesto abiertos aseguró agregando ejecutivo tratado tener total voluntad diálogo todas propuestas planteado sirvan entregarle alivio población así recalcó cada propuestas planteado discutido distintas instancias,Economia
gerente general asociación casinos juego rodrigo guiñez refirió tarde endurecimiento medidas sanitarias informadas ayer ministerio salud nueva ola contagios covid19 afecta país prohibiéndose ello funcionamiento recintos zonas encuentren fase 2 plan paso paso entendemos respetamos apoyamos decisión autoridad cuanto suspender temporalmente operación salas juego recalcó líder gremio representa 70 industria nacional casinos aunque recalcó últimos dos meses permitió operar fase 2 3 establecimientos juego funcionaron forma segura problemas clientes colaboradores relacionadasdetalle10145961014569 operación responsable respecto estricto aforos cumplieron protocolos establecidos autoridad buenos resultados punto vista sanitario recalcó añadiendo ningún minuto casinos completamente abiertos solo autorizó uso máquinas juegos aforos reducidos relación periodo normal 30 mil metros cuadrados superficie solo podían asistir 140 personas además guiñez subrayó trazabilidad 100 aseguró dos meses pudieron funcionar fase 2 3 plan paso paso contamos 150 mil visitas contagios lamentar actividad eventos masificación personas aglomeración personas queremos destacar efectivamente operación segura dimos cumplimiento protocolos efectivamente mismos trabajadores autoridades sanitarias trabajaron fuertemente diera cumplimiento ello añadió us500 millones pérdidas anota industria casinos juego producto pandemia todas formas deslizó sector conscientes contingencia actual obliga realizar cambios aunque manifestó confiado tiempo autoridad vuelva permitir operación casinos zonas transición último guiñez refirió impacto pandemia sector apuntando baja alrededor 90 ingresos estimación us500 millones perjuicios agregó afectación económica solo sino autoridades beneficiarias impuesto específico,Economia
dólar cotiza estable última sesión semana medio renovado optimismo instalado mercado recuperación exhibido valor metal rojo modo 921 horas moneda norteamericana subía 095 puntas 72775 vendedor 72739 comprador mercado local relacionadasdetalle10159761015920 josé raúl godoy jefe análisis xtb latam hecho avance procesos vacunación unidos europa decisión reserva federal país norteamericano mantener política monetaria expansiva presionado baja billete verde nivel internacional dando soporte mercado presenciando cambio flujos capitales activos refugios hacia activos riesgo dólar nivel global empieza mostrar signos debilidad aseguró línea agregó materias primas industriales empezando recuperar terreno perdido semana punto vista ricardo bustamante jefe estudios trading capitaria cotización dólar frente peso chileno muestra escaso movimiento presente sesión repunte cobre volvió superar us4 libra factor clave mantener bajo presión billete verde marco expertos esperan tipo cambio siga cayendo hacia niveles torno 720 725 corto plazo,Economia
violencia física sexual mujer sigue siendo fenómeno terriblemente generalizado afecta 736 millones mujeres 15 49 años decir cada tres mundo según revela estudio publicado hoy organización mundial salud oms onu mujeres informe presentado tars conmemoración día internacional mujer alerta cifras violencia apenas cambiado largo última década agresiones comienzan tempranamente vida mujeres cada cuatro jóvenes 15 24 años sufrido 641 millones 736 millones mujeres 15 49 años sufrido violencia física sexual violencia mujeres endémica cada país cultura perjudicando millones mujeres familias tedros adhanom ghebreyesus director general oms gran mayoría víctimas violencia manos parejas 6 mujeres sufrido asaltos físicos sexuales agredidas terceros documento advierte cifras podrían ser mayores altos niveles estigma víctimas llevan ocasiones denuncien tipo agresiones violencia mujeres endémica cada país cultura perjudicando millones mujeres familias resumió comunicado director general oms tedros adhanom ghebreyesus afirmó pandemia hecho sino exacerbar lacra problema diferencia covid19 puede pararse vacunas sino sostenido esfuerzo gobiernos comunidades individuos cambiar actitudes dañinas mejorar igualdad oportunidades apoyar relaciones sanas respeto mutuo estudio muestra violencia mujer perpetrada parejas alcanza mayores porcentajes países desarrollo afectando 40 50 mujeres islas pacífico 35 sur asia 33 áfrica subsahariana lado espectro encuentra sur europa porcentaje bajo planeta aunque todavía 16 mientras resto viejo continente oscila 20 23 américa incluyendo países latinoamericanos sube 25,Economia
según últimos resultados indicador clima económico ice latinoamérica ambiente negocios sector mostró leve mejoría obstante mantuvo niveles desfavorables cuarto trimestre año 2020 temor segunda ola d contagios covid19 relacionadasdetalle10133631011801 así informó centro brasileño estudios económicos fundación getulio vargas fgv encargado efectuar medición cada tres meses cabe destacar ice obtiene partir dos indicadores situación actual sa expectativas ie evalúa proyección economistas diversos países próximos seis meses vale mencionar tres referentes sitúan encima cien puntos considera clima favorable así estudio reveló periodo actual isa escaló trece puntos comparación trimestre anterior situó 194 puntos parte ie permaneció estable subió 1428 1436 puntos según estudio primera vez pandemia coronavirus impactó lleno economía mundial perciben mejoras relación situación diversos países mientras expectativas bastante heterogéneas resultado general muestra especialistas continúan evaluando situación actual bastante desfavorable optimistas perspectiva mejoría próximos meses inicio programas inmunización covid19 mundo región resaltó documento situación país clima económico latinoamérica mejoró mitad diez países analizados paraguay ice avanzó 37 puntos 1222 único país situó nivel favorable mientras chile aumentó 267 puntos alcanzó 958 puntos ubicándose cerca estándar méxico nación adjudicó cuarto lugar ranking escaló 197 puntos posicionó 697 puntos brasil mayor economía latinoamericana tercero escalafón leve repunte 51 puntos totaliza 723 puntos lado argentina avance 62 puntos ocupa séptima posición 652 contrario mayores pérdidas bolivia colombia ecuador perú uruguay retroceso menor diez puntos descenso acentuado ice peruano 93 puntos menos cayendo 61 puntos expectativas pib 2021 analistas consultados informe indicaron previsión crecimiento latinoamérica 2021 37 producto interno bruto pib países registrarán mayores avances perú 84 chile 49 argentina 45 pib brasil méxico principales economías región ascenderán 30 33 respectivamente análisis efectuado expertos basó factores impactarán positivamente región mejorías condiciones macroeconómicas internacionales proceso vacunación coronavirus llegada presidente joe biden casa blanca relación aspectos negativos considerados analistas consideraron segundas olas contagio covid19 dificultades diversos ambientes políticos demora inmunización,Economia
nueva jornada bajista vivió dólar jueves mercado cambio local ubicándose debajo 725 registrando menor nivel pasado 21 enero hace tres semanas billete verde culminó sesión caída 17 puntas 7244 vendedor 7241 comprador relacionadasdetalle10119111011846 según señaló sebastián espinosa analista xtb latam continuar positivismo probable dólar continúa anotando bajas debemos atentos cierre semana ver si inversionistas mantienen tono siguen apostando renta variable dijo parte luis alberto reyes analista mercados g comentó si bien cobre hizo pausa jueves subiendo solo 015 desaceleración frente fuertes alzas jornadas anteriores expectativas mayor apoyo fiscal elevaron acciones unidos mercado probable veamos divisa cotizando bajo 730,Economia
2020 tras años rumores apple finalmente confirmó nueva transición procesadores pasando depender chips desarrollados intel ocupar propios creados misma apple cambio radical ecosistema mac trae repercusiones definen futuro puede resumir forma podría haber salido mal resultó sorpresivamente bien nuevos chips bautizados m1 hicieron debut tres computadores mac recientemente lanzados chile computador mac mini escritorio portátiles macbook pro macbook air siendo último pudimos probar alrededor mes significa cambio 2020 equipos mac ocupaban chips intel arquitectura x86 programas ahora m1 computadores pasan basarse arquitectura arm misma usa equipos móviles bueno apple experiencia sistemas años desarrollado propios chips arm impulsado todas generaciones iphone ipad sido exportados equipos apple tv usar chip usualmente utilizaría dispositivo móvil trae ciertas ventajas presenta desafío menor técnicamente ninguna aplicación antigua mac compatible nuevos m1 ahí apple hizo buen trabajo impulsando desarrolladores adaptar programas nueva arquitectura sumando propia capa traducción trata rosetta 2 primer rosetta creado transición chips powerpc intel mediados década 2000 sistema incluido nuevos macs permite teoría cualquier aplicación x86 pueda ser usada nuevos equipos emulación práctica significa ningún programa muestra problemas compatibilidad menos pruebas tampoco notaron fallas velocidad funcionalidades comprometidas cambio sorprendente hacer transición radical software mayores problemas evidentes uso además novedades cambios traen m1 dos características importantes equipos móviles rapidez uso excelente autonomía batería cuanto primer factor nuevo macbook air ofrece respuesta capacidad manejar grandes cargas llamativa máquina editar videos puede soportar flujos edición mediana intensidad tampoco laptop gamers puede correr juegos mejor generaciones anteriores mismo equipo respaldado autonomía batería puede superar fácilmente día trabajo sorprendente pasar jornadas intensas trabajo tras siete horas todavía queda 50 carga resto día ahora ciertas apps pueden acelerar consumo energía chrome particularmente general experiencia positiva ahora perfecto macbook air incorpora buena pantalla teclado cómodo webcam elementos importantes mundo teletrabajo deja bastante desear ligeramente mejor mac si bien misma cámara 720p últimas generaciones incorpora sistema procesamiento imágenes ios gracias chip m1 elevando calidad todavía falta avanzar poca oferta puertos variedad cantidad air sólo incorpora dos conectores usb c puerto aunque masivo recientemente sigue obligando usar adaptadores casi cualquier tarea finalmente último experimento permite m1 posibilidad usar aplicaciones ios computador teoría excelente idea poder tener mismas aplicaciones teléfono computador ejecución mejor primero aplicaciones corren tamaño ipad iphone siendo último extrañamente pequeño mac capacidad modificar ventana luego reemplaza uso pantalla táctil combinaciones naturales teclado mouse pueden ser confusas finalmente opciones populares instagram youtube ejemplo disponibles requiere desarrollador habilite uso mac pese detalles presentar ningún cambio exterior verdadera nueva generación macbook air usuario cambios positivos principalmente mejor rendimiento autonomía batería compatibilidad software macbook air computador barato altamente versátil nueva tecnología primera generación buen indicio puede venir futuro,Economia
nuevo presidente asociación casinos juego accj ricardo abdala solicitó jueves gobierno posibilidad sustituir actual superintendenta casino juego scj vivien villagrán tras informe comisión investigadora casinos cámara diputados cuestionó duramente rol superintendencia según gremio informe cámara ratifica autoridad cometió omisiones evidentes cumplimiento rol fiscalizador acción decidida fiscalizar sancionar créditos otorgados jugadores enjoy prohibido ley leer informe queda claro autoridad actuado forma sesgada equívoca urgente necesario superintendencia vuelva operar dentro marco legalidad transparencia ricardo abdala además apuntar realizó omisiones flagrantes proceso licitación casinos municipales 2018 validó ofertas inviables cumplir producto ello diputados concluyeron antecedentes deben ser investigados contraloría detectar vulneraciones marco regulatorio ello juicio abdala prudente gobierno analizara posibilidad nueva persona lidere superintendencia conflictos interés encabezar procesos curso industria autoridad pesan graves acusaciones señala informe puede dar garantía imparcialidad proceso licitación competirán operadores podrían haber sido favorecidos pasado decisiones tal muestra texto comisión investigadora recalcó agregó resultado informe apunta hechos graves menores deben ser investigados revisten carácter delitos asimismo aseguró llamó atención aprobación casi unánime informe comisión escuchado ningún comentario parte subsecretario hacienda leer informe queda claro autoridad actuado forma sesgada equívoca urgente necesario superintendencia vuelva operar dentro marco legalidad transparencia debemos recuperar sector golpeado recuperar confianza incluyendo inversionistas extranjeros,Economia
inicios 2000 desató último súper ciclo materias primas cobre boom extendió década cuyo recuerdo vuelve presente medio fuerte rally alcista vive actualmente metal rojo cobre alcanzó martes us41540 libra precio alto 31 agosto 2011 pleno súper ciclo analistas considerarían extraño si principal producto exportación nacional logra romper máximo histórico us4631 anotados febrero mismo año relacionadasdetalle10130071012971 si bien general expertos asegura aún apresurado hablar nuevo súper ciclo cierto pocos aventurado pronosticar podríamos inicio considerando hace 10 años cobre posicionaba encima us4 indica racha extenderá tiempo anterior haría engordar ingresos estatales tras complejo 2020 pandemia dando espacio gasto fiscal además permitiría impulsar planes inversión minera generando ello mayor empleo necesario medio tiempo reactivación económica si bien consenso cuándo inició terminó último súper ciclo cobre hito relevante marcó 16 diciembre 2003 commodity alcanzó us1 libra primera vez seis años estallido crisis asiática después casi tres años llegó us2 andar superó us3 tras casi exactos dos años 2008 superó us4 primera vez historia año anterior 2007 industria minera anotó mayor aporte fisco registro us14120 millones gracias cobre promedió us323 ahí aportes bajando mayores costos industria hicieron ganancias cayeran últimos años inyección industria arcas fiscales torno us3 mil millones recaudación minería significó 2020 alrededor 6 ingresos fiscales años precio cobre alto 2004 2014 llegó ser 20 sostuvo canal 24 horas biministro minería energía juan carlos jobet además 2006 2007 industria cobre pesaba casi 20 pib ahora solo significa 8 factor china 2007 bajo administración primer gobierno michelle bachelet economía nacional expandió 46 línea alzas pib nacional venía anotando años previos par fiesta vivían materias primas gracias factor primordial china entonces economía emergente gigante asiático crecía ritmo dos dígitos pasaba acelerado proceso industrialización urbanización significó explosiva inversión infraestructura ende igualmente explosiva demanda commodities así tiempos analistas proyectaban proceso urbanización china extendería largo tiempo veían cobre us3 libra menos diez años relacionadasdetalle1012995686488 quiebra banco estadounidense lehman brothers gatilló crisis subprime gran recesión principales potencias occidentales arrastró cobre bajo us2 octubre 2008 pasar año recuperarse recién diciembre 2010 mismo año china convirtió principal socio comercial chile cobre recuperó nivel us4 mantuvo torno septiembre 2011 año récord commodity allí logró anotar máximo histórico sesión registró impresionante promedio anual us399 libra nunca repetido segundo mejor promedio anual apuntó 2012 marcó us360 2006 2014 12 años prósperos último súper ciclo cobre precio promedio us3 partir allí agudizó curva descendente metal coincidencia pib país volvió expandirse allá 4 anual 2015 cobre registró precio promedio us25 2016 confirmó nivel último año concretó fin súper ciclo luego metal rojo devaluara casi 50 cinco años tras ello analistas insinuaban cobre jamás volvería us4 cifras hoy luego casi 10 años cobre volvió posicionarse precio ilusiona nuevo periodo inesperada fortaleza producto condiciones generadas pandemia misma hizo metal rojo débil inicio 2020 llevó cerca bajar us2 potente racha alcista iniciada final mismo año hoy factor china consume 52 cobre mundial debido rápida recuperación económica vuelve ser protagonista escalada producto estrella chile suma optimismo torno proceso vacunación mundo baja producción cobre países mineros tras complejo 2020 exactamente año precio cobre subido 514 comparación mínimo us2 anotado pandemia 23 marzo año pasado escalado casi 100 solo 2021 arrastra alza 182 súper ciclo prefiero ser cauto refiere ciclo largo precio cobre alto vimos 2004 2014 partiendo periodo alzas volátil incierto tendencias largo plazo hacen ser optimistas ser cautelosos mercados cambiantes podría revertirse espero creo oportunidad minería chilena enorme reflexionó jobet,Economia
